run_id,design_id,censor_model,architecture,seed,auac,t50,t50_observed,attempts,successes,mean_completion_ms,endpoint_burn_rate,path_failures,path_failures_fraction,endpoint_failures,endpoint_failures_fraction,platform_failures,platform_failures_fraction,network_failures,network_failures_fraction,auac_file,auac_media,auac_presence,auac_realtime,auac_text
robustness-000667,design-0011,classifier_dominant,generated_transport,4201,0.763888888888889,36,0,1440,1100,2924.6064436354873,0.0,103,0.07152777777777777,0,0.0,0,0.0,237,0.16458333333333333,0.7986111111111112,0.9166666666666666,0.9027777777777778,0.3263888888888889,0.875
robustness-000668,design-0011,classifier_dominant,generated_transport,4307,0.7618055555555556,36,0,1440,1097,2924.758205143582,0.0,98,0.06805555555555555,0,0.0,0,0.0,245,0.1701388888888889,0.7465277777777778,0.9201388888888888,0.9305555555555556,0.2951388888888889,0.9166666666666666
robustness-000669,design-0011,classifier_dominant,ephemeral_relay,4103,0.7451388888888889,36,0,1440,1073,3126.575855788591,0.0,140,0.09722222222222222,0,0.0,0,0.0,227,0.15763888888888888,0.7534722222222222,0.9166666666666666,0.8958333333333334,0.2881944444444444,0.8715277777777778
robustness-000670,design-0011,classifier_dominant,ephemeral_relay,4201,0.7145833333333333,36,0,1440,1029,3125.4402727856523,0.0,178,0.12361111111111112,0,0.0,0,0.0,233,0.16180555555555556,0.7395833333333334,0.8784722222222222,0.8576388888888888,0.2638888888888889,0.8333333333333334
robustness-000671,design-0011,classifier_dominant,ephemeral_relay,4307,0.7291666666666666,36,0,1440,1050,3127.081021939171,0.0,135,0.09375,0,0.0,0,0.0,255,0.17708333333333334,0.7326388888888888,0.8854166666666666,0.9027777777777778,0.2326388888888889,0.8923611111111112
robustness-000672,design-0011,classifier_dominant,platform_controlled,4103,0.8666666666666667,36,0,1440,1248,2418.982926076852,0.0,0,0.0,0,0.0,0,0.0,192,0.13333333333333333,0.8645833333333334,1.0,0.9826388888888888,0.5173611111111112,0.96875
robustness-000673,design-0011,classifier_dominant,platform_controlled,4201,0.8590277777777777,36,0,1440,1237,2419.728202478534,0.0,0,0.0,0,0.0,0,0.0,203,0.14097222222222222,0.8576388888888888,1.0,0.9791666666666666,0.5034722222222222,0.9548611111111112
robustness-000674,design-0011,classifier_dominant,platform_controlled,4307,0.8430555555555556,36,0,1440,1214,2421.2490940478933,0.0,0,0.0,0,0.0,0,0.0,226,0.15694444444444444,0.8125,1.0,0.9791666666666666,0.4444444444444444,0.9791666666666666
robustness-000675,design-0011,endpoint_discovery_dominant,direct_e2ee,4103,0.5652777777777778,10,1,1440,814,2447.986163143339,0.017361111111111112,0,0.0,491,0.34097222222222223,0,0.0,135,0.09375,0.53125,0.6631944444444444,0.6180555555555556,0.2881944444444444,0.7256944444444444
robustness-000676,design-0011,endpoint_discovery_dominant,direct_e2ee,4201,0.713888888888889,10,1,1440,1028,2534.847054973825,0.034722222222222224,0,0.0,232,0.16111111111111112,0,0.0,180,0.125,0.7013888888888888,0.8576388888888888,0.7951388888888888,0.3715277777777778,0.84375
robustness-000677,design-0011,endpoint_discovery_dominant,direct_e2ee,4307,0.7013888888888888,8,1,1440,1010,2489.5442860543226,0.041666666666666664,0,0.0,232,0.16111111111111112,0,0.0,198,0.1375,0.6770833333333334,0.8472222222222222,0.7916666666666666,0.3506944444444444,0.8402777777777778
robustness-000678,design-0011,endpoint_discovery_dominant,fixed_proxy,4103,0.21666666666666667,2,1,1440,312,2901.915391959188,0.023504273504273504,0,0.0,1070,0.7430555555555556,0,0.0,58,0.04027777777777778,0.22569444444444445,0.2743055555555556,0.22916666666666666,0.06944444444444445,0.2847222222222222
robustness-000679,design-0011,endpoint_discovery_dominant,fixed_proxy,4201,0.21875,3,1,1440,315,2820.020396701018,0.019230769230769232,0,0.0,1082,0.7513888888888889,0,0.0,43,0.029861111111111113,0.21875,0.2743055555555556,0.24305555555555555,0.0763888888888889,0.28125
robustness-000680,design-0011,endpoint_discovery_dominant,fixed_proxy,4307,0.2881944444444444,3,1,1440,415,2875.4349243852394,0.021367521367521368,0,0.0,958,0.6652777777777777,0,0.0,67,0.04652777777777778,0.2638888888888889,0.3888888888888889,0.2986111111111111,0.0798611111111111,0.4097222222222222
